Wavelength,Intensity
5428.0,0.2388355
5432.0,0.2580532
5436.0,0.24297
5440.0,0.2706921
5444.0,0.2855164
5448.0,0.289683
5452.0,0.1687975
5456.0,0.2633767
5460.0,0.2415708
5464.0,0.2351278
5468.0,0.2002704
5472.0,0.09814657
5476.0,0.1623368
5480.0,0.1395162
5484.0,0.09997567
5488.0,0.1364167
5492.0,0.2030894
5496.0,0.2338927
5500.0,0.1631352
5504.0,0.1532349
5508.0,0.2569839
5512.0,0.372514
5516.0,0.5001774
5520.0,0.4314498
5524.0,0.2261973
5528.0,0.2024096
5532.0,0.1470717
5536.0,0.1927489
5540.0,0.2259703
5544.0,0.2626486
5548.0,0.2468013
5552.0,0.1489765
5556.0,0.06939705
5560.0,0.08501989
5564.0,0.1341806
5568.0,0.09074488
5572.0,0.01598856
5576.0,0.05783744
5580.0,0.109807
5584.0,0.09106379
5588.0,0.08319569
5592.0,0.09631406
5596.0,0.1458677
5600.0,0.2470502
5604.0,0.2033668
5608.0,0.06133681
5612.0,0.1345741
5616.0,0.1497564
5620.0,0.2339346
5624.0,0.2965665
5628.0,0.2411085
5632.0,0.2990799
5636.0,0.2215996
5640.0,0.2307861
5644.0,0.227059
5648.0,0.1628477
5652.0,0.1963
5656.0,0.2191129
5660.0,0.2017248
5664.0,0.1826615
5668.0,0.2048197
5672.0,0.2166251
5676.0,0.2035581
5680.0,0.1538544
5684.0,0.1348349
5688.0,0.1425786
5692.0,0.1916813
5696.0,0.2342686
5700.0,0.2960286
5704.0,0.2328
5708.0,0.1503944
5712.0,0.1983453
5716.0,0.1711788
5720.0,0.2166132
5724.0,0.2068554
5728.0,0.1497198
5732.0,0.18634
5736.0,0.2413616
5740.0,0.2002425
5744.0,0.1977697
5748.0,0.3334649
5752.0,0.2326826
5756.0,0.09247038
5760.0,0.1492793
5764.0,0.3293552
5768.0,0.2236591
5772.0,0.1400585
5776.0,0.2738564
5780.0,0.1861826
5784.0,0.04723802
5788.0,0.1061734
5792.0,0.2069223
5796.0,0.1486081
5800.0,0.1649425
5804.0,0.2056576
5808.0,0.2182133
5812.0,0.2070951
5816.0,0.1571864
5820.0,0.1811012
5824.0,0.2663053
5828.0,0.3805257
5832.0,0.3002712
5836.0,0.1712181
5840.0,0.2835325
5844.0,0.2872138
5848.0,0.1922441
5852.0,0.1356812
5856.0,0.101658
5860.0,0.1569901
5864.0,0.2562409
5868.0,0.1767243
5872.0,0.1213294
5876.0,0.05833723
5880.0,0.2470409
5884.0,0.3251705
5888.0,0.2983812
5892.0,0.1896433
5896.0,0.1631495
5900.0,0.1312432
5904.0,0.1500671
5908.0,0.1912263
5912.0,0.271904
5916.0,0.252561
5920.0,0.1731312
5924.0,0.2675503
5928.0,0.2374205
5932.0,0.3114056
5936.0,0.2845764
5940.0,0.06007806
5944.0,0.1914319
5948.0,0.1996022
5952.0,0.1853283
5956.0,0.1797167
5960.0,0.183947
5964.0,0.1744125
5968.0,0.1999846
5972.0,0.1951455
5976.0,0.1850306
5980.0,0.2417796
5984.0,0.2838089
5988.0,0.2557853
5992.0,0.1847274
5996.0,0.2168533
6000.0,0.2169374
6004.0,0.3100157
6008.0,0.3764989
6012.0,0.2253073
6016.0,0.05247497
6020.0,0.09369706
6024.0,0.217784
6028.0,0.2248205
6032.0,0.1754848
6036.0,0.1746527
6040.0,0.1813132
6044.0,0.2040328
6048.0,0.1817156
6052.0,0.166009
6056.0,0.2003995
6060.0,0.2189042
6064.0,0.2391767
6068.0,0.1382248
6072.0,0.2160875
6076.0,0.3101181
6080.0,0.1823945
6084.0,0.153642
6088.0,0.1347952
6092.0,0.08108407
6096.0,0.1713632
6100.0,0.1200083
6104.0,0.1238622
6108.0,0.1396031
6112.0,0.1418075
6116.0,0.09200065
6120.0,0.1807589
6124.0,0.17199
6128.0,0.1309809
6132.0,0.1373417
6136.0,0.1198154
6140.0,0.1029345
6144.0,0.1221594
6148.0,0.1289079
6152.0,0.2393954
6156.0,0.2850278
6160.0,0.1672439
6164.0,0.2302734
6168.0,0.1537207
6172.0,0.1669703
6176.0,0.2455624
6180.0,0.2069347
6184.0,0.1922449
6188.0,0.1678653
6192.0,0.1632907
6196.0,0.1740731
6200.0,0.1297762
6204.0,0.1379216
6208.0,0.2253435
6212.0,0.2224692
6216.0,0.2028725
6220.0,0.186643
6224.0,0.2571405
6228.0,0.3923971
6232.0,0.3616686
6236.0,0.124303
6240.0,0.165891
6244.0,0.225194
6248.0,0.1716982
6252.0,0.08609125
6256.0,0.1060014
6260.0,0.06781507
6264.0,0.1813348
6268.0,0.2198914
6272.0,0.133237
6276.0,0.1422911
6280.0,0.2129001
6284.0,0.2165246
6288.0,0.1049958
6292.0,0.1202418
6296.0,0.1799445
6300.0,0.1535344
6304.0,0.1723961
6308.0,0.1413618
6312.0,0.1237708
6316.0,0.09246095
6320.0,0.1768083
6324.0,0.2101122
6328.0,0.2290205
6332.0,0.2415438
6336.0,0.1134944
6340.0,0.1856683
6344.0,0.2389797
6348.0,0.1492334
6352.0,0.07629652
6356.0,0.08089295
6360.0,0.1270758
6364.0,0.1561117
6368.0,0.1533515
6372.0,0.160403
6376.0,0.1269592
6380.0,0.2119675
6384.0,0.187988
6388.0,0.01598678
6392.0,0.1744107
6396.0,0.1585364
6400.0,0.1619474
6404.0,0.1858186
6408.0,0.1588787
6412.0,0.2013574
6416.0,0.2654575
6420.0,0.2639033
6424.0,0.1636529
6428.0,0.12545
6432.0,0.1535573
6436.0,0.09585948
6440.0,0.09144296
6444.0,0.2032479
6448.0,0.2324522
6452.0,0.2403312
6456.0,0.2224144
6460.0,0.153839
6464.0,0.2501163
6468.0,0.09811388
6472.0,0.1948352
6476.0,0.1612475
6480.0,0.08367511
6484.0,0.2122888
6488.0,0.1924891
6492.0,0.06925799
6496.0,0.1318396
6500.0,0.1587179
6504.0,0.125331
6508.0,0.1938885
6512.0,0.2412889
6516.0,0.2140899
6520.0,0.2215205
6524.0,0.2531111
6528.0,0.2089462
6532.0,0.2291943
6536.0,0.1585371
6540.0,0.06844591
6544.0,0.1003933
6548.0,0.1247076
6552.0,0.1081863
6556.0,0.2603846
6560.0,0.2744216
6564.0,0.1488706
6568.0,0.1709675
6572.0,0.1939562
6576.0,0.2005681
6580.0,0.16002
6584.0,0.3076869
6588.0,0.3314933
6592.0,0.1204455
6596.0,0.2427143
6600.0,0.2065184
6604.0,0.167405
6608.0,0.1232341
6612.0,0.06288948
6616.0,0.1052541
6620.0,0.1662699
6624.0,0.1736155
6628.0,0.1946777
6632.0,0.2862547
6636.0,0.3079302
6640.0,0.1748824
6644.0,0.1567796
6648.0,0.19729
6652.0,0.220294
6656.0,0.1467197
6660.0,0.1141945
6664.0,0.1332037
6668.0,0.1864257
6672.0,0.2317892
6676.0,0.241082
6680.0,0.1626366
6684.0,0.06191157
6688.0,0.1042644
6692.0,0.09012359
6696.0,0.08190843
6700.0,0.1105119
6704.0,0.1700096
6708.0,0.1526499
6712.0,0.1180844
6716.0,0.2247632
6720.0,0.2176459
6724.0,0.09729571
6728.0,0.233005
6732.0,0.1572434
6736.0,0.09560001
6740.0,0.2411681
6744.0,0.1798358
6748.0,0.0949613
6752.0,0.1250675
6756.0,0.1511406
6760.0,0.1580779
6764.0,0.1644228
6768.0,0.1935325
6772.0,0.1441444
6776.0,0.1836396
6780.0,0.3413706
6784.0,0.3267052
6788.0,0.2083021
6792.0,0.1190125
6796.0,0.1546189
6800.0,0.1983328
6804.0,0.08151694
6808.0,0.1293299
6812.0,0.1495374
6816.0,0.1883532
6820.0,0.213964
6824.0,0.1384137
6828.0,0.1756165
6832.0,0.2540292
6836.0,0.2722477
6840.0,0.2184987
6844.0,0.1342315
6848.0,0.1676531
6852.0,0.22879
6856.0,0.191206
6860.0,0.231326
6864.0,0.2110844
6868.0,0.2306598
6872.0,0.2105985
6876.0,0.1648863
6880.0,0.1461444
6884.0,0.101662
6888.0,0.1445869
6892.0,0.1140322
6896.0,0.1356063
6900.0,0.2240637
6904.0,0.1496304
6908.0,0.1203052
6912.0,0.1385131
6916.0,0.1395228
6920.0,0.1317941
6924.0,0.1511086
6928.0,0.2021139
6932.0,0.2059217
6936.0,0.1297417
6940.0,0.07426512
6944.0,0.08216109
6948.0,0.1087903
6952.0,0.143185
6956.0,0.1123719
6960.0,0.1107099
6964.0,0.1083882
6968.0,0.1224082
6972.0,0.1332248
6976.0,0.1346042
6980.0,0.1584603
6984.0,0.1568755
6988.0,0.2133243
6992.0,0.132167
6996.0,0.1092557
7000.0,0.1443662
7004.0,0.1656564
7008.0,0.1507353
7012.0,0.1846541
7016.0,0.1309237
7020.0,0.03661964
7024.0,0.1000981
7028.0,0.07666542
7032.0,0.07370138
7036.0,0.09975137
7040.0,0.1266533
7044.0,0.1400989
7048.0,0.1481828
7052.0,0.1351911
7056.0,0.09792521
7060.0,0.06629872
7064.0,0.1819098
7068.0,0.1383433
7072.0,0.1404703
7076.0,0.2378157
7080.0,0.165832
7084.0,0.1279856
7088.0,0.1647121
7092.0,0.2507299
7096.0,0.1542488
7100.0,0.09637935
7104.0,0.1966546
7108.0,0.195532
7112.0,0.1951382
7116.0,0.1538943
7120.0,0.10819
7124.0,0.2193951
7128.0,0.216898
7132.0,0.1447512
7136.0,0.1283956
7140.0,0.1689263
7144.0,0.2261692
7148.0,0.1748499
7152.0,0.2053782
7156.0,0.09050437
7160.0,0.09004398
7164.0,0.09538884
7168.0,0.1890504
7172.0,0.1401161
7176.0,0.2100749
7180.0,0.1786212
7184.0,0.1356222
7188.0,0.08434694
7192.0,0.06201
7196.0,0.03350875
7200.0,0.1362783
7204.0,0.1707436
7208.0,0.194354
7212.0,0.1802933
7216.0,0.1156292
7220.0,0.1556997
7224.0,0.1974747
7228.0,0.2324636
7232.0,0.2097282
7236.0,0.1607753
7240.0,0.1066437
7244.0,0.1896263
7248.0,0.1113201
7252.0,0.08013022
7256.0,0.1612324
7260.0,0.1693307
7264.0,0.1209347
7268.0,0.1511111
7272.0,0.1775781
7276.0,0.1614697
7280.0,0.1859054
7284.0,0.05792563
7288.0,0.1759594
7292.0,0.2200978
7296.0,0.1675944
7300.0,0.09706499
7304.0,0.07965861
7308.0,0.07196001
7312.0,0.1334671
7316.0,0.07953327
7320.0,0.05920968
7324.0,0.1006953
7328.0,0.1594298
7332.0,0.1381438
7336.0,0.1769166
7340.0,0.2145094
7344.0,0.1875421
7348.0,0.08120829
7352.0,0.07005242
7356.0,0.06734852
7360.0,0.05874897
7364.0,0.09609859
7368.0,0.09413379
7372.0,0.1078677
7376.0,0.09616607
7380.0,0.04818396
7384.0,0.08163828
7388.0,0.2013163
7392.0,0.272272
7396.0,0.1924772
7400.0,0.2086886
7404.0,0.2324759
7408.0,0.1222019
7412.0,0.1147833
7416.0,0.1580954
7420.0,0.1624702
7424.0,0.09630866
7428.0,0.1260924
7432.0,0.08922689
7436.0,0.2030154
7440.0,0.2583427
7444.0,0.1799419
7448.0,0.1378055
7452.0,0.1337275
7456.0,0.221558
7460.0,0.1658934
7464.0,0.1162724
7468.0,0.2476663
7472.0,0.225094
7476.0,0.1438079
7480.0,0.1549745
7484.0,0.2576005
7488.0,0.2335612
7492.0,0.2125305
7496.0,0.1841277
7500.0,0.1094712
7504.0,0.1305512
7508.0,0.2772104
7512.0,0.2877418
7516.0,0.2330757
7520.0,0.1438516
7524.0,0.1007376
7528.0,0.07692495
7532.0,0.171287
7536.0,0.2585062
7540.0,0.2493401
7544.0,0.1318652
7548.0,0.1362137
7552.0,0.1848416
7556.0,0.2325741
7560.0,0.2043553
7564.0,0.1360457
7568.0,0.1127613
7572.0,0.205985
7576.0,0.138402
7580.0,0.05917171
7584.0,0.111487
7588.0,0.116468
7592.0,0.1419569
7596.0,0.1780005
7600.0,0.2019734
7604.0,0.1361345
7608.0,0.1459888
7612.0,0.1686499
7616.0,0.1518923
7620.0,0.1489349
7624.0,0.1804047
7628.0,0.1728719
7632.0,0.1946566
7636.0,0.1996542
7640.0,0.1525687
7644.0,0.1265608
7648.0,0.1817811
7652.0,0.1166273
7656.0,0.07913662
7660.0,0.1129092
7664.0,0.06135824
7668.0,0.1124258
7672.0,0.09972499
7676.0,0.06042159
7680.0,0.08614307
7684.0,0.08669359
7688.0,0.1285062
7692.0,0.158634
7696.0,0.1751162
7700.0,0.2264172
7704.0,0.2019743
7708.0,0.1377471
7712.0,0.2471888
7716.0,0.1417913
7720.0,0.1239819
7724.0,0.2633358
7728.0,0.2489875
7732.0,0.1864889
7736.0,0.1388344
7740.0,0.1793597
7744.0,0.08471959
7748.0,0.1442871
7752.0,0.1444787
7756.0,0.08596927
7760.0,0.1385225
7764.0,0.1456462
7768.0,0.1557694
7772.0,0.1604093
7776.0,0.2325782
7780.0,0.226469
7784.0,0.09428342
7788.0,0.2537206
7792.0,0.2197628
7796.0,0.1685698
7800.0,0.324231
7804.0,0.1391158
7808.0,0.1421811
7812.0,0.1353046
7816.0,0.158502
7820.0,0.1583517
7824.0,0.1669456
7828.0,0.2476675
7832.0,0.1627014
7836.0,0.1010041
7840.0,0.1697853
7844.0,0.2618304
7848.0,0.134561
7852.0,0.1263855
7856.0,0.06200177
7860.0,0.1458903
7864.0,0.1665241
7868.0,0.07944327
7872.0,0.1765162
7876.0,0.2060175
7880.0,0.1692637
7884.0,0.1761459
7888.0,0.2049295
7892.0,0.1983767
7896.0,0.1981875
7900.0,0.1010275
7904.0,0.149974
7908.0,0.1261041
7912.0,0.1560684
7916.0,0.2072816
7920.0,0.1711483
7924.0,0.1161762
7928.0,0.1009531
7932.0,0.1301861
7936.0,0.1418056
7940.0,0.1274159
7944.0,0.1695014
7948.0,0.197782
7952.0,0.1043234
7956.0,0.09450351
7960.0,0.1582936
7964.0,0.1928917
7968.0,0.1787754
7972.0,0.1484537
7976.0,0.175095
7980.0,0.06117337
7984.0,0.1043419
7988.0,0.1388298
7992.0,0.1800959
7996.0,0.1435519
8000.0,0.07761582
8004.0,0.1769607
8008.0,0.1320696
8012.0,0.12827
8016.0,0.1266935
8020.0,0.2299543
8024.0,0.2680436
8028.0,0.2066542
8032.0,0.2419903
8036.0,0.1764847
8040.0,0.1513067
8044.0,0.1772935
8048.0,0.1360544
8052.0,0.1585196
8056.0,0.1288161
8060.0,0.167056
8064.0,0.2396135
8068.0,0.1793451
8072.0,0.1139173
8076.0,0.203983
8080.0,0.1513334
8084.0,0.1732638
8088.0,0.1694721
8092.0,0.08220617
8096.0,0.2080161
8100.0,0.2159364
8104.0,0.08394267
8108.0,0.1428498
8112.0,0.2209349
8116.0,0.1270211
8120.0,0.1347225
8124.0,0.2106376
8128.0,0.2075907
8132.0,0.251564
8136.0,0.1074404
8140.0,0.09521405
8144.0,0.1705238
8148.0,0.2484472
8152.0,0.2137068
8156.0,0.125822
8160.0,0.1688359
8164.0,0.2227336
8168.0,0.2133474
8172.0,0.1562704
8176.0,0.1430629
8180.0,0.1435394
8184.0,0.1027
8188.0,0.08488228
8192.0,0.06023491
8196.0,0.108513
8200.0,0.1297562
8204.0,0.09689684
8208.0,0.08555809
8212.0,0.1098136
8216.0,0.1561096
8220.0,0.1723007
8224.0,0.1643255
8228.0,0.1180644
8232.0,0.08276822
8236.0,0.2522357
8240.0,0.2781104
8244.0,0.2152352
8248.0,0.1768873
8252.0,0.1338539
8256.0,0.2093118
8260.0,0.1675671
8264.0,0.2169735
8268.0,0.1672467
8272.0,0.0464175
8276.0,0.2299977
8280.0,0.2854306
8284.0,0.2894376
8288.0,0.3402419
8292.0,0.2201099
8296.0,0.05602716
8300.0,0.07361764
8304.0,0.0573323
8308.0,0.06833891
8312.0,0.03574242
8316.0,0.06547432
8320.0,0.1140213
8324.0,0.1183149
8328.0,0.09909676
8332.0,0.1635606
8336.0,0.129517
8340.0,0.1296493
8344.0,0.1174455
8348.0,0.1463073
8352.0,0.1785246
8356.0,0.1254283
8360.0,0.1343828
8364.0,0.09505398
8368.0,0.1057058
8372.0,0.1993748
8376.0,0.1707754
8380.0,0.1572727
8384.0,0.2148677
8388.0,0.2699674
8392.0,0.1190744
8396.0,0.1105927
8400.0,0.16019
8404.0,0.07422182
8408.0,0.1025001
8412.0,0.1018115
8416.0,0.1861892
8420.0,0.1577156
8424.0,0.1219253
8428.0,0.1315849
8432.0,0.1238077
8436.0,0.1273977
8440.0,0.1017945
8444.0,0.0625879
8448.0,0.1134463
8452.0,0.1259368
8456.0,0.1418273
8460.0,0.1624275
8464.0,0.07596292
8468.0,0.1293947
8472.0,0.1486001
8476.0,0.05677773
8480.0,0.08694478
8484.0,0.1007106
8488.0,0.1221031
8492.0,0.1552181
8496.0,0.1273341
8500.0,0.1085605
8504.0,0.09275428
8508.0,0.1055414
8512.0,0.1892052
8516.0,0.1460412
8520.0,0.1517608
8524.0,0.2223393
8528.0,0.2276256
8532.0,0.1425233
8536.0,0.08055507
8540.0,0.1031932
8544.0,0.1141998
8548.0,0.2287876
8552.0,0.2404257
8556.0,0.2575684
8560.0,0.1962907
8564.0,0.1901688
8568.0,0.1687103
8572.0,0.08358482
8576.0,0.06488782
8580.0,0.1276885
8584.0,0.1565413
8588.0,0.07701963
8592.0,0.08147179
8596.0,0.1339198
8600.0,0.1918415
8604.0,0.204029
8608.0,0.1662904
8612.0,0.1250939
8616.0,0.05967365
8620.0,0.1114216
8624.0,0.08138405
8628.0,0.06604933
8632.0,0.07544329
8636.0,0.1263453
8640.0,0.1296496
8644.0,0.1327235
8648.0,0.1793956
8652.0,0.1686538
8656.0,0.1498882
8660.0,0.2467599
8664.0,0.1497136
8668.0,0.1627683
8672.0,0.2627639
8676.0,0.1822983
8680.0,0.06016093
8684.0,0.06563517
8688.0,0.1155592
8692.0,0.1231588
8696.0,0.1030204
8700.0,0.08971842
8704.0,0.0722295
8708.0,0.1351211
8712.0,0.1526649
8716.0,0.1331808
8720.0,0.148976
8724.0,0.1757935
8728.0,0.1410704
8732.0,0.1061658
8736.0,0.1365312
8740.0,0.1689486
8744.0,0.1380341
8748.0,0.05342004
8752.0,0.09843376
8756.0,0.1675374
8760.0,0.1751615
8764.0,0.1428904
8768.0,0.09953236
8772.0,0.08390765
8776.0,0.07979132
8780.0,0.08798475
8784.0,0.1490577
8788.0,0.1744821
8792.0,0.200249
8796.0,0.1201526
8800.0,0.1125767
8804.0,0.1773099
8808.0,0.170964
8812.0,0.1327773
8816.0,0.1189281
8820.0,0.277453
8824.0,0.2408299
8828.0,0.1210974
8832.0,0.1462546
8836.0,0.08607151
8840.0,0.1647268
8844.0,0.1554729
8848.0,0.1443163
8852.0,0.1380746
8856.0,0.140001
8860.0,0.1939314
8864.0,0.1865757
8868.0,0.2232627
8872.0,0.2465644
8876.0,0.1942216
8880.0,0.07514127
8884.0,0.126277
8888.0,0.1471958
8892.0,0.06243223
8896.0,0.09267009
8900.0,0.1431946
8904.0,0.1347882
8908.0,0.1119399
8912.0,0.1224713
8916.0,0.02693197
8920.0,0.0623197
8924.0,0.0712157
8928.0,0.1504951
8932.0,0.2281127
8936.0,0.1505433
8940.0,0.1542008
8944.0,0.1872374
8948.0,0.1017603
8952.0,0.1647526
8956.0,0.05861696
8960.0,0.2139121
8964.0,0.213242
8968.0,0.2272653
8972.0,0.2453683
8976.0,0.131247
8980.0,0.06674906
8984.0,0.1045234
8988.0,0.1541638
8992.0,0.1885419
8996.0,0.1368564
9000.0,0.1439695
9004.0,0.1878109
9008.0,0.1198728
9012.0,0.1182154
9016.0,0.1517398
9020.0,0.1899362
9024.0,0.1564524
9028.0,0.1479052
9032.0,0.09188302
9036.0,0.06286292
9040.0,0.06124093
9044.0,0.1925099
9048.0,0.1480102
9052.0,0.08592734
9056.0,0.1145929
9060.0,0.08046766
9064.0,0.09849289
9068.0,0.1033283
9072.0,0.1877274
9076.0,0.2039937
9080.0,0.177539
9084.0,0.2445583
9088.0,0.1722827
9092.0,0.06123868
9096.0,0.02539297
9100.0,0.1035825
9104.0,0.1770329
9108.0,0.2012902
9112.0,0.1067238
9116.0,0.1504379
9120.0,0.07065746
