Wavelength,Intensity
5780.0,0.1978996
5784.0,0.2113159
5788.0,0.1897056
5792.0,0.2519418
5796.0,0.3582142
5800.0,0.3416134
5804.0,0.1694678
5808.0,0.1032241
5812.0,0.2997087
5816.0,0.3470448
5820.0,0.19957
5824.0,0.1464617
5828.0,0.1375276
5832.0,0.1503594
5836.0,0.09092952
5840.0,0.1138608
5844.0,0.2523324
5848.0,0.2226202
5852.0,0.07981735
5856.0,0.2593254
5860.0,0.262627
5864.0,0.2921013
5868.0,0.3001687
5872.0,0.1768088
5876.0,0.1669322
5880.0,0.2219654
5884.0,0.1821245
5888.0,0.1689673
5892.0,0.2178711
5896.0,0.1885781
5900.0,0.1641349
5904.0,0.1431022
5908.0,0.1016079
5912.0,0.1291496
5916.0,0.1679101
5920.0,0.1051964
5924.0,0.3021783
5928.0,0.2573761
5932.0,0.1404467
5936.0,0.123276
5940.0,0.2000077
5944.0,0.1550655
5948.0,0.2603346
5952.0,0.3437737
5956.0,0.2963862
5960.0,0.242394
5964.0,0.1391808
5968.0,0.1814935
5972.0,0.2054811
5976.0,0.2145084
5980.0,0.1960056
5984.0,0.3015947
5988.0,0.2883136
5992.0,0.2524315
5996.0,0.1532191
6000.0,0.05033974
6004.0,0.1116461
6008.0,0.1526019
6012.0,0.1485423
6016.0,0.1987917
6020.0,0.2193406
6024.0,0.2827739
6028.0,0.31361
6032.0,0.1858477
6036.0,0.09462811
6040.0,0.2039457
6044.0,0.1713477
6048.0,0.2782024
6052.0,0.2852155
6056.0,0.1878817
6060.0,0.2130543
6064.0,0.1253857
6068.0,0.1447616
6072.0,0.3048687
6076.0,0.3620358
6080.0,0.2989965
6084.0,0.1887738
6088.0,0.2419372
6092.0,0.2303148
6096.0,0.09591021
6100.0,0.119325
6104.0,0.1779821
6108.0,0.1419517
6112.0,0.06733152
6116.0,0.1571134
6120.0,0.1850921
6124.0,0.160755
6128.0,0.2011372
6132.0,0.2303038
6136.0,0.1428291
6140.0,0.0493757
6144.0,0.1132357
6148.0,0.2035245
6152.0,0.227229
6156.0,0.2805123
6160.0,0.2114727
6164.0,0.1102811
6168.0,0.1408197
6172.0,0.2029792
6176.0,0.1827296
6180.0,0.1224414
6184.0,0.167188
6188.0,0.1570615
6192.0,0.2129685
6196.0,0.1457038
6200.0,0.1588161
6204.0,0.1368287
6208.0,0.2141549
6212.0,0.3024815
6216.0,0.2194507
6220.0,0.104825
6224.0,0.2071298
6228.0,0.2759214
6232.0,0.2266993
6236.0,0.1802611
6240.0,0.1420899
6244.0,0.2444126
6248.0,0.08443845
6252.0,0.2160432
6256.0,0.2377273
6260.0,0.1218119
6264.0,0.1639881
6268.0,0.1124858
6272.0,0.08705527
6276.0,0.1688346
6280.0,0.1804595
6284.0,0.1350704
6288.0,0.1130027
6292.0,0.09008622
6296.0,0.06653026
6300.0,0.2083342
6304.0,0.2658623
6308.0,0.2220394
6312.0,0.1225382
6316.0,0.2259301
6320.0,0.220001
6324.0,0.2268481
6328.0,0.2866809
6332.0,0.2224912
6336.0,0.3511113
6340.0,0.2198903
6344.0,0.1523319
6348.0,0.2018543
6352.0,0.1070433
6356.0,0.09985299
6360.0,0.1621692
6364.0,0.1601428
6368.0,0.1758388
6372.0,0.189259
6376.0,0.1109764
6380.0,0.09239008
6384.0,0.1398761
6388.0,0.1379206
6392.0,0.09367853
6396.0,0.115292
6400.0,0.2027441
6404.0,0.2766997
6408.0,0.2317219
6412.0,0.220088
6416.0,0.2100988
6420.0,0.13737
6424.0,0.0931413
6428.0,0.1050521
6432.0,0.1471849
6436.0,0.108532
6440.0,0.1191367
6444.0,0.2125436
6448.0,0.221357
6452.0,0.1831503
6456.0,0.1265115
6460.0,0.1973967
6464.0,0.2590353
6468.0,0.2033787
6472.0,0.09651306
6476.0,0.1358679
6480.0,0.2765835
6484.0,0.2989094
6488.0,0.1996007
6492.0,0.2627447
6496.0,0.2401094
6500.0,0.07767364
6504.0,0.2137236
6508.0,0.1345124
6512.0,0.1825872
6516.0,0.124212
6520.0,0.2031675
6524.0,0.1637878
6528.0,0.1769926
6532.0,0.1621884
6536.0,0.1489235
6540.0,0.09483305
6544.0,0.1530132
6548.0,0.1711797
6552.0,0.2227391
6556.0,0.200917
6560.0,0.2144248
6564.0,0.2849936
6568.0,0.1730595
6572.0,0.1429881
6576.0,0.176462
6580.0,0.2664487
6584.0,0.2859219
6588.0,0.175181
6592.0,0.1428956
6596.0,0.1458355
6600.0,0.04552961
6604.0,0.09971921
6608.0,0.1304563
6612.0,0.201674
6616.0,0.2948495
6620.0,0.317685
6624.0,0.13465
6628.0,0.1076206
6632.0,0.1231094
6636.0,0.09014821
6640.0,0.07128337
6644.0,0.115669
6648.0,0.112841
6652.0,0.1046267
6656.0,0.1535994
6660.0,0.1233248
6664.0,0.08120136
6668.0,0.2519123
6672.0,0.1993016
6676.0,0.1871381
6680.0,0.3116203
6684.0,0.2407699
6688.0,0.06758372
6692.0,0.1374174
6696.0,0.1122585
6700.0,0.1651855
6704.0,0.1848709
6708.0,0.09276934
6712.0,0.1123723
6716.0,0.07852709
6720.0,0.150207
6724.0,0.1819235
6728.0,0.1884087
6732.0,0.1623951
6736.0,0.2254326
6740.0,0.2598888
6744.0,0.1450646
6748.0,0.06826644
6752.0,0.2442875
6756.0,0.2649502
6760.0,0.1172664
6764.0,0.1357775
6768.0,0.2014926
6772.0,0.2600255
6776.0,0.1818547
6780.0,0.1382464
6784.0,0.1147115
6788.0,0.1425389
6792.0,0.1540417
6796.0,0.1588859
6800.0,0.1844544
6804.0,0.1778215
6808.0,0.1307462
6812.0,0.09188332
6816.0,0.1238523
6820.0,0.1568928
6824.0,0.2951645
6828.0,0.3425285
6832.0,0.1729716
6836.0,0.2163151
6840.0,0.3196715
6844.0,0.2182138
6848.0,0.02480021
6852.0,0.1362492
6856.0,0.1540673
6860.0,0.0566376
6864.0,0.1478605
6868.0,0.1550669
6872.0,0.117303
6876.0,0.104394
6880.0,0.1010114
6884.0,0.09465665
6888.0,0.1774716
6892.0,0.1129988
6896.0,0.05892159
6900.0,0.1202918
6904.0,0.1753428
6908.0,0.2033389
6912.0,0.1372678
6916.0,0.1614992
6920.0,0.08137267
6924.0,0.1252079
6928.0,0.2608114
6932.0,0.2280874
6936.0,0.1587271
6940.0,0.2075068
6944.0,0.2135094
6948.0,0.07892549
6952.0,0.08237919
6956.0,0.1379122
6960.0,0.255154
6964.0,0.3022713
6968.0,0.1712096
6972.0,0.1628287
6976.0,0.1280987
6980.0,0.1751618
6984.0,0.315407
6988.0,0.2706967
6992.0,0.08787198
6996.0,0.04805135
7000.0,0.08664042
7004.0,0.144354
7008.0,0.07736616
7012.0,0.09317348
7016.0,0.1694581
7020.0,0.1515727
7024.0,0.07497965
7028.0,0.1611292
7032.0,0.1115583
7036.0,0.1454954
7040.0,0.2789904
7044.0,0.2355363
7048.0,0.1786468
7052.0,0.1496061
7056.0,0.1645148
7060.0,0.08237229
7064.0,0.1387985
7068.0,0.133611
7072.0,0.1230765
7076.0,0.1345843
7080.0,0.06203473
7084.0,0.1450968
7088.0,0.2945894
7092.0,0.2441548
7096.0,0.08108652
7100.0,0.08732467
7104.0,0.1351308
7108.0,0.09416837
7112.0,0.1622075
7116.0,0.1933117
7120.0,0.1502379
7124.0,0.1719329
7128.0,0.1191697
7132.0,0.1403103
7136.0,0.2021962
7140.0,0.1743272
7144.0,0.1296165
7148.0,0.1820858
7152.0,0.2342088
7156.0,0.1190178
7160.0,0.1282167
7164.0,0.1491947
7168.0,0.1187961
7172.0,0.2844164
7176.0,0.2469532
7180.0,0.160069
7184.0,0.1094785
7188.0,0.1099712
7192.0,0.1485446
7196.0,0.1674124
7200.0,0.1278822
7204.0,0.2381015
7208.0,0.2614995
7212.0,0.06866119
7216.0,0.1517225
7220.0,0.109959
7224.0,0.09465298
7228.0,0.09094657
7232.0,0.126166
7236.0,0.09288029
7240.0,0.1173526
7244.0,0.1375745
7248.0,0.1575033
7252.0,0.1596265
7256.0,0.1558728
7260.0,0.3209586
7264.0,0.3010056
7268.0,0.2416757
7272.0,0.2969396
7276.0,0.2115499
7280.0,0.04246224
7284.0,0.08583141
7288.0,0.1293152
7292.0,0.1793517
7296.0,0.188153
7300.0,0.119881
7304.0,0.1125665
7308.0,0.1643936
7312.0,0.1419344
7316.0,0.1108561
7320.0,0.03158028
7324.0,0.1234684
7328.0,0.1246951
7332.0,0.1008151
7336.0,0.1612244
7340.0,0.1744671
7344.0,0.2152248
7348.0,0.2147567
7352.0,0.1085808
7356.0,0.1724664
7360.0,0.1996575
7364.0,0.131974
7368.0,0.1327292
7372.0,0.2542852
7376.0,0.2402306
7380.0,0.1239226
7384.0,0.200114
7388.0,0.1174855
7392.0,0.1093451
7396.0,0.1518457
7400.0,0.1445156
7404.0,0.09848458
7408.0,0.08894656
7412.0,0.1502281
7416.0,0.1299818
7420.0,0.1126761
7424.0,0.08199617
7428.0,0.1353714
7432.0,0.1620256
7436.0,0.1817883
7440.0,0.1990634
7444.0,0.191379
7448.0,0.04229194
7452.0,0.08577625
7456.0,0.1550802
7460.0,0.2197422
7464.0,0.1211041
7468.0,0.1426999
7472.0,0.1057673
7476.0,0.03807695
7480.0,0.07729685
7484.0,0.112216
7488.0,0.2005826
7492.0,0.1699735
7496.0,0.2013261
7500.0,0.1913267
7504.0,0.1815982
7508.0,0.2620843
7512.0,0.1808118
7516.0,0.09230439
7520.0,0.1068941
7524.0,0.06694771
7528.0,0.1467521
7532.0,0.1606675
7536.0,0.135806
7540.0,0.1504995
7544.0,0.1444376
7548.0,0.1326089
7552.0,0.1307027
7556.0,0.1173885
7560.0,0.0999097
7564.0,0.1296709
7568.0,0.1320348
7572.0,0.225387
7576.0,0.233095
7580.0,0.1259384
7584.0,0.0631501
7588.0,0.0973812
7592.0,0.2134174
7596.0,0.2231461
7600.0,0.07985093
7604.0,0.1665187
7608.0,0.1654778
7612.0,0.2472528
7616.0,0.1997275
7620.0,0.0531692
7624.0,0.1434093
7628.0,0.09306359
7632.0,0.08784408
7636.0,0.1242709
7640.0,0.1075713
7644.0,0.1282704
7648.0,0.13927
7652.0,0.1741868
7656.0,0.2212603
7660.0,0.2513843
7664.0,0.2768455
7668.0,0.2753588
7672.0,0.2296873
7676.0,0.140814
7680.0,0.1202869
7684.0,0.1818261
7688.0,0.08354549
7692.0,0.08188251
7696.0,0.09294949
7700.0,0.2082374
7704.0,0.1893121
7708.0,0.1435805
7712.0,0.197697
7716.0,0.1318342
7720.0,0.0570101
7724.0,0.1807831
7728.0,0.2536066
7732.0,0.2014572
7736.0,0.1041638
7740.0,0.07733919
7744.0,0.1124957
7748.0,0.129107
7752.0,0.0888943
7756.0,0.1234679
7760.0,0.2140729
7764.0,0.1593248
7768.0,0.0574431
7772.0,0.09699737
7776.0,0.1551725
7780.0,0.1139478
7784.0,0.1759124
7788.0,0.1778928
7792.0,0.1964268
7796.0,0.1057215
7800.0,0.09465133
7804.0,0.1500248
7808.0,0.1185159
7812.0,0.1868477
7816.0,0.1592225
7820.0,0.09129295
7824.0,0.1696397
7828.0,0.1418407
7832.0,0.1791276
7836.0,0.2018576
7840.0,0.1061965
7844.0,0.0556807
7848.0,0.2422301
7852.0,0.3109089
7856.0,0.2301956
7860.0,0.1577752
7864.0,0.1784531
7868.0,0.09046638
7872.0,0.09105616
7876.0,0.1604387
7880.0,0.1461042
7884.0,0.1625921
7888.0,0.1412102
7892.0,0.1780751
7896.0,0.1352896
7900.0,0.1001399
7904.0,0.1767898
7908.0,0.1485878
7912.0,0.05359111
7916.0,0.06299827
7920.0,0.05662815
7924.0,0.08170322
7928.0,0.1381901
7932.0,0.1265151
7936.0,0.1513393
7940.0,0.136052
7944.0,0.2461031
7948.0,0.2087018
7952.0,0.1534358
7956.0,0.1828665
7960.0,0.1699686
7964.0,0.1297168
7968.0,0.08411929
7972.0,0.09331461
7976.0,0.07437328
7980.0,0.0976878
7984.0,0.09971387
7988.0,0.09615815
7992.0,0.1092064
7996.0,0.09226356
8000.0,0.09377708
8004.0,0.07679635
8008.0,0.122487
8012.0,0.1454293
8016.0,0.0511671
8020.0,0.1285455
8024.0,0.1126951
8028.0,0.1955866
8032.0,0.1286127
8036.0,0.06817452
8040.0,0.0614856
8044.0,0.1673554
8048.0,0.1690782
8052.0,0.08222851
8056.0,0.1126481
8060.0,0.1505234
8064.0,0.2417048
8068.0,0.2071308
8072.0,0.183666
8076.0,0.1693694
8080.0,0.1522243
8084.0,0.1895519
8088.0,0.1334433
8092.0,0.1225834
8096.0,0.153034
8100.0,0.1491164
8104.0,0.1037509
8108.0,0.1609629
8112.0,0.1235156
8116.0,0.07640168
8120.0,0.1890088
8124.0,0.3214581
8128.0,0.3094389
8132.0,0.2095917
8136.0,0.2100676
8140.0,0.1827134
8144.0,0.180638
8148.0,0.1261237
8152.0,0.05038983
8156.0,0.1258981
8160.0,0.1941404
8164.0,0.1713405
8168.0,0.1691492
8172.0,0.1345422
8176.0,0.3349448
8180.0,0.3170985
8184.0,0.09065136
8188.0,0.208817
8192.0,0.1718216
8196.0,0.1044619
8200.0,0.1987383
8204.0,0.2559023
8208.0,0.1292032
8212.0,0.1015765
8216.0,0.1471172
8220.0,0.1395875
8224.0,0.1117015
8228.0,0.08464568
8232.0,0.08094747
8236.0,0.1340359
8240.0,0.1426862
8244.0,0.06649554
8248.0,0.09435368
8252.0,0.1599174
8256.0,0.1556043
8260.0,0.1554494
8264.0,0.09759265
8268.0,0.1197927
8272.0,0.1502739
8276.0,0.1624724
8280.0,0.1064739
8284.0,0.1337975
8288.0,0.1770131
8292.0,0.08846556
8296.0,0.09067134
8300.0,0.1350042
8304.0,0.1229967
8308.0,0.1301478
8312.0,0.0904378
8316.0,0.211383
8320.0,0.2753518
8324.0,0.1082723
8328.0,0.1448441
8332.0,0.1638649
8336.0,0.1590154
8340.0,0.1657266
8344.0,0.05163226
8348.0,0.09426782
8352.0,0.1250169
8356.0,0.1105359
8360.0,0.09383368
8364.0,0.111491
8368.0,0.1817524
8372.0,0.1375322
8376.0,0.1192617
8380.0,0.1783502
8384.0,0.180745
8388.0,0.2195073
8392.0,0.1443535
8396.0,0.1086871
8400.0,0.09218268
8404.0,0.1624612
8408.0,0.1310901
8412.0,0.09697784
8416.0,0.09877441
8420.0,0.2768484
8424.0,0.2571197
8428.0,0.05628887
8432.0,0.1712766
8436.0,0.1648535
8440.0,0.1117837
8444.0,0.1508292
8448.0,0.1192052
8452.0,0.127426
8456.0,0.1489664
8460.0,0.07491755
8464.0,0.1742277
8468.0,0.2265855
8472.0,0.2349066
8476.0,0.2801737
8480.0,0.1114957
8484.0,0.1708966
8488.0,0.2365599
8492.0,0.08823894
8496.0,0.09403899
8500.0,0.09099324
8504.0,0.1243261
8508.0,0.1035365
8512.0,0.1321307
8516.0,0.1114806
8520.0,0.1923613
8524.0,0.2000327
8528.0,0.09125131
8532.0,0.1336917
8536.0,0.1301775
8540.0,0.1416526
8544.0,0.1630833
8548.0,0.1116754
8552.0,0.2146702
8556.0,0.2846899
8560.0,0.163739
8564.0,0.1148328
8568.0,0.1535518
8572.0,0.1614062
8576.0,0.05186041
8580.0,0.1204824
8584.0,0.1552602
8588.0,0.07995112
8592.0,0.2127693
8596.0,0.2147822
8600.0,0.1629047
8604.0,0.0904079
8608.0,0.1245847
8612.0,0.09530905
8616.0,0.03674028
8620.0,0.1033459
8624.0,0.1559508
8628.0,0.1634984
8632.0,0.1977199
8636.0,0.2322214
8640.0,0.15929
8644.0,0.1783734
8648.0,0.2920127
8652.0,0.2079419
8656.0,0.08537684
8660.0,0.06237123
8664.0,0.1147005
8668.0,0.1465637
8672.0,0.1880721
8676.0,0.189489
8680.0,0.05985735
8684.0,0.1895866
8688.0,0.1771593
8692.0,0.1823225
8696.0,0.1470379
8700.0,0.110567
8704.0,0.09559082
8708.0,0.1311207
8712.0,0.2200827
8716.0,0.1321093
8720.0,0.1296289
8724.0,0.1777977
8728.0,0.146551
8732.0,0.1532284
8736.0,0.1109075
8740.0,0.08632459
8744.0,0.1257081
8748.0,0.1905327
8752.0,0.1648855
8756.0,0.09609137
8760.0,0.1007353
8764.0,0.07449987
8768.0,0.09494707
8772.0,0.1402101
8776.0,0.1846514
8780.0,0.114843
8784.0,0.07487432
8788.0,0.1167968
8792.0,0.1423916
8796.0,0.2750965
8800.0,0.2541697
8804.0,0.1656681
8808.0,0.1094472
8812.0,0.1179086
8816.0,0.1644072
8820.0,0.124891
8824.0,0.1579879
8828.0,0.09047326
8832.0,0.06459573
8836.0,0.07736505
8840.0,0.09545928
8844.0,0.1403471
8848.0,0.2028923
8852.0,0.1322189
8856.0,0.1471213
8860.0,0.1145086
8864.0,0.143712
8868.0,0.1528207
8872.0,0.2088778
8876.0,0.1680312
8880.0,0.1601749
8884.0,0.1534281
8888.0,0.1323071
8892.0,0.1627798
8896.0,0.1441418
8900.0,0.2582724
8904.0,0.1506455
8908.0,0.1262743
8912.0,0.1143672
8916.0,0.1100174
8920.0,0.09141429
8924.0,0.1023618
8928.0,0.1935773
8932.0,0.1633826
8936.0,0.1141917
8940.0,0.07467127
8944.0,0.1664284
8948.0,0.2067938
8952.0,0.1991277
8956.0,0.1711555
8960.0,0.1034089
8964.0,0.1456898
8968.0,0.1487254
8972.0,0.1166959
8976.0,0.1265836
8980.0,0.1317037
8984.0,0.1860156
8988.0,0.09389514
8992.0,0.08245433
8996.0,0.1195984
9000.0,0.09504666
9004.0,0.07742941
9008.0,0.1063071
9012.0,0.1238552
9016.0,0.07997226
9020.0,0.08339658
9024.0,0.07662351
9028.0,0.1160824
9032.0,0.09537729
9036.0,0.2042476
9040.0,0.1625758
9044.0,0.1953162
9048.0,0.2279768
9052.0,0.1872749
9056.0,0.204786
9060.0,0.1830444
9064.0,0.09420963
9068.0,0.1070199
9072.0,0.05261125
9076.0,0.1784771
9080.0,0.1884839
9084.0,0.1091942
9088.0,0.1208915
9092.0,0.1170011
9096.0,0.1220657
9100.0,0.1051156
9104.0,0.1296755
9108.0,0.205064
9112.0,0.1203578
